# {"t_start": 1665243745.4285898, "env_id": "MultiAgent-v0"} 
r,l,t,s,r0,r1,r2,r3,r4,r5,r6,r7
-93.26418420962855,100,8.659431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.84501310027217,-43.41917110935639
63.055658563112644,100,11.818524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.00225632225078,31.053402240861868
39.500464074462954,100,14.947098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.916352495252706,18.584111579210248
40.136369006247826,100,17.957103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.16346003566917,23.972908970578654
21.671666820104903,100,20.864882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.228271621694198,10.443395198410704
130.2272356712334,100,23.958863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.23749282947662,68.98974284175677
-45.13747481010788,100,27.024166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.700256646568413,-20.43721816353947
-37.576439613692614,100,30.012319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.16054736454541,-17.415892249147205
165.09073509650807,100,33.044771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.53654127347436,84.5541938230337
16.364597521744955,100,36.13313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61306326112317,3.7515342606217854
2.762864341428667,100,165.635412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.932811588977859,-5.169947247549192
41.32420583843232,100,168.691914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.28861323641847,22.035592602013853
-44.14898062636,100,171.653556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.20799023591377,-22.94099039044623
12.815332957476402,100,174.716261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.852557092448308,3.9627758650280938
19.893664391189382,100,177.743014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.706181682487195,9.187482708702186
-94.40720097727899,100,180.801274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.005047917302406,-48.40215305997659
75.39491230942997,100,183.91986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.16402670081569,40.23088560861427
87.55531744830965,100,186.891659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.188571386094964,46.36674606221469
-24.263174072380103,100,189.982388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.496557082467838,-10.766616989912267
54.58167503800449,100,193.082501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.65024896100255,28.931426077001944
4.722204798165783,100,280.656277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3165327567030962,5.038737554868879
77.3175203966625,100,283.727616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13768122527277,38.17983917138973
178.86879153445125,100,286.759783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0424052763344,89.82638625811683
25.889907232940125,100,289.577786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.582971243626094,8.306935989314033
-12.333876426511676,100,292.615379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.430778217755597,-6.903098208756079
48.855622227769786,100,295.506776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.912526146060124,25.94309608170966
82.97842816354282,100,298.578247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.79402044584624,45.18440771769657
27.873024594835808,100,301.996272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.984945716611584,17.888078878224224
101.82224743421071,100,305.681872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.84792173307051,54.9743257011402
32.17736829968555,100,308.290556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.239607872621214,15.937760427064335
49.74251097935078,100,403.590283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9486616904525,23.793849288898286
24.337841835918695,100,406.159908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.021209166333145,9.316632669585552
-115.74326090893129,100,408.855422,0.0,0.0,-5.0,0.0,0.0,0.0,-5.0,-54.38006305736288,-51.363197851568415
-37.13688196456107,100,411.448642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.15142591562587,-18.9854560489352
52.436456067255904,100,414.140558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.035469724708523,26.400986342547384
-78.36458072206322,100,416.76627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.76087510596276,-39.60370561610046
31.670483421727333,100,419.456666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.153424341533892,14.517059080193441
-25.23728030234343,100,422.070105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.989082148335184,-13.248198154008243
-43.69139853760568,100,424.62793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.182619904660882,-22.5087786329448
80.95851288502031,100,427.183975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.62392494598366,43.33458793903665
-87.71171574037999,100,547.508069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.531847589133776,-45.17986815124622
21.54470922233552,100,550.076312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.09212524451703,8.452583977818492
120.8216732833558,100,552.706872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.76467157971126,55.057001703644545
-44.62143621934274,100,555.352394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.172157813258167,-24.449278406084574
90.08372388795999,100,557.948667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.489986945529665,40.59373694243033
16.886555920011936,100,560.376216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.076933299750287,4.809622620261649
-36.48829722162316,100,562.986885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.196141189658682,-18.292156031964478
-10.022944507012088,100,565.547118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.405963398114501,-5.616981108897588
82.93169948377843,100,568.220356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.34097901714895,38.59072046662947
-33.46761672396762,100,570.807304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.457978199875534,-16.00963852409209
-0.801004568695209,100,661.543307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3272879793650856,2.5262834106698766
-71.51319299048535,100,664.665287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.845944952743835,-35.667248037741516
72.24263672906557,100,667.715114,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,45.13534582375874,37.10729090530683
81.86518848361152,100,670.7665,0.0,0.0,-10.0,0.0,0.0,-10.0,0.0,46.39173877597976,55.473449707631765
-1.1008840101798212,100,673.744081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011343299336888713,-1.11222730951671
91.24332291850803,100,676.831561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.19296056387442,44.0503623546336
19.945758926841847,100,679.815311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.779005401341905,11.166753525499942
73.24335591094695,100,682.948098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.63355722973426,31.609798681212684
6.269681450817082,100,685.958969,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,11.82987268452717,14.439808766289913
-95.57918627267247,100,689.089318,0.0,-10.0,0.0,0.0,0.0,-10.0,0.0,-37.29968170765775,-38.279504565014726
26.599365632856866,100,772.901918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.156634205796044,14.442731427060824
60.74778789150134,100,775.782164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.587452871513882,29.160335019987457
-40.91781036183306,100,778.713783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.068874806810513,-22.848935555022553
-23.639299342295512,100,781.711953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.01589047816444,-13.623408864131072
200.12709292569588,100,784.82317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.59130222174343,102.53579070395244
-5.142419269149282,100,787.962025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6362042090353,2.4937849398860186
43.368861407187495,100,790.961053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.69164089492715,17.677220512260345
31.666413336377104,100,794.008579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.789717238855012,15.87669609752209
94.65887237005845,100,797.008116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.885178062071894,43.77369430798656
-28.28513870004432,100,800.121866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.976291086702156,-14.308847613342166
-27.444380121666228,100,887.843464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.660208902290917,-13.78417121937531
-47.34533850892363,100,890.710694,0.0,0.0,-10.0,0.0,0.0,-10.0,0.0,-18.362896811428982,-8.982441697494647
46.80353142953933,100,893.897235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.656920700633624,23.146610728905706
-24.662111566903683,100,897.394547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.443256305802405,-15.218855261101279
